Sales Id,Region,Country,Item Type,Sales Channel,Order Priority,,,
4059,Europe,Serbia,Cereal,Offline,C,,,
4060,Central America and the Caribbean,Saint Lucia,Cosmetics,Offline,L,,,
4061,Europe,Latvia,Personal Care,Offline,L,,,
4062,Sub-Saharan Africa,Mauritania,Beverages,Offline,H,,,
4063,Sub-Saharan Africa,Senegal,Household,Online,M,,,
4064,Sub-Saharan Africa,Swaziland,Vegetables,Online,M,,,
4065,Middle East and North Africa,Azerbaijan,Cosmetics,Offline,H,,,
4066,Europe,Bosnia and Herzegovina,Household,Offline,M,,,
4067,Sub-Saharan Africa,Senegal,Snacks,Online,L,,,
4068,Sub-Saharan Africa,Djibouti,Baby Food,Offline,L,,,
4069,Sub-Saharan Africa,Ethiopia,Baby Food,Online,C,,,
4070,Asia,Philippines,Cereal,Offline,M,,,
4071,Sub-Saharan Africa,Sudan,Beverages,Online,H,,,
4072,Central America and the Caribbean,Cuba,Office Supplies,Offline,L,,,
4073,Central America and the Caribbean,Barbados,Vegetables,Offline,M,,,
4074,Central America and the Caribbean,Grenada,Vegetables,Online,H,,,
4075,Europe,Finland,Baby Food,Offline,L,,,
4076,Sub-Saharan Africa,Niger,Snacks,Offline,M,,,
4077,Asia,Cambodia,Fruits,Online,M,,,
4078,Middle East and North Africa,Morocco,Clothes,Offline,M,,,
4079,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,H,,,
4080,Sub-Saharan Africa,Zambia,Meat,Offline,L,,,
4081,Europe,Ukraine,Cereal,Offline,C,,,
4082,Europe,France,Office Supplies,Offline,M,,,
4083,Middle East and North Africa,Jordan,Cosmetics,Online,L,,,
4084,Middle East and North Africa,Libya,Meat,Offline,L,,,
4085,Europe,Portugal,Baby Food,Offline,C,,,
4086,Europe,Lithuania,Personal Care,Online,H,,,
4087,Europe,Italy,Clothes,Offline,M,,,
4088,Asia,Turkmenistan,Cosmetics,Online,M,,,
4089,Middle East and North Africa,Yemen,Fruits,Online,C,,,
4090,Sub-Saharan Africa,Malawi,Meat,Online,C,,,
4091,Central America and the Caribbean,Saint Lucia,Fruits,Online,M,,,
4092,Asia,Nepal,Household,Offline,H,,,
4093,Europe,Denmark,Baby Food,Online,M,,,
4094,Australia and Oceania,Fiji,Office Supplies,Offline,H,,,
4095,Europe,Hungary,Snacks,Offline,M,,,
4096,Europe,Slovenia,Vegetables,Offline,M,,,
4097,Asia,Kyrgyzstan,Personal Care,Offline,M,,,
4098,Middle East and North Africa,Libya,Personal Care,Offline,M,,,
4099,Australia and Oceania,Palau,Snacks,Online,L,,,
4100,Sub-Saharan Africa,Ethiopia,Cosmetics,Offline,L,,,
4101,Sub-Saharan Africa,South Africa,Cereal,Online,M,,,
4102,Asia,Indonesia,Cereal,Online,M,,,
4103,Sub-Saharan Africa,Niger,Office Supplies,Offline,M,,,
4104,Middle East and North Africa,Tunisia ,Personal Care,Offline,C,,,
4105,Middle East and North Africa,Azerbaijan,Clothes,Online,H,,,
4106,Sub-Saharan Africa,Mauritius ,Cosmetics,Online,M,,,
4107,Europe,Kosovo,Snacks,Online,H,,,
4108,Europe,Macedonia,Clothes,Online,C,,,
4109,Europe,Denmark,Beverages,Online,L,,,
4110,Australia and Oceania,Papua New Guinea,Cosmetics,Offline,M,,,
4111,Asia,Indonesia,Cosmetics,Offline,M,,,
4112,Central America and the Caribbean,Saint Lucia,Snacks,Offline,C,,,
4113,Sub-Saharan Africa,Malawi,Personal Care,Online,C,,,
4114,Sub-Saharan Africa,Sudan,Cosmetics,Online,M,,,
4115,Middle East and North Africa,Iraq,Snacks,Online,C,,,
4116,Europe,Georgia,Cereal,Offline,H,,,
4117,Australia and Oceania,Papua New Guinea,Cosmetics,Online,H,,,
4118,Australia and Oceania,Solomon Islands,Meat,Online,H,,,
4119,Middle East and North Africa,Pakistan,Beverages,Online,L,,,
4120,Australia and Oceania,Kiribati,Clothes,Online,H,,,
4121,Middle East and North Africa,Somalia,Snacks,Offline,M,,,
4122,Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,H,,,
4123,Central America and the Caribbean,Costa Rica,Household,Offline,H,,,
4124,Sub-Saharan Africa,Mali,Baby Food,Online,H,,,
4125,Asia,India,Snacks,Online,M,,,
4126,Europe,Croatia,Clothes,Online,H,,,
4127,Central America and the Caribbean,Saint Lucia,Vegetables,Online,C,,,
4128,Europe,Greece,Cereal,Offline,M,,,
4129,Sub-Saharan Africa,Djibouti,Fruits,Offline,M,,,
4130,Europe,Iceland,Fruits,Online,H,,,
4131,Sub-Saharan Africa,Niger,Cosmetics,Online,H,,,
4132,Asia,China,Fruits,Online,L,,,
4133,Sub-Saharan Africa,The Gambia,Office Supplies,Offline,M,,,
4134,Middle East and North Africa,Saudi Arabia,Snacks,Online,M,,,
4135,Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,C,,,
4136,Middle East and North Africa,Israel,Personal Care,Online,C,,,
4137,Europe,Ukraine,Meat,Online,M,,,
4138,Europe,Bosnia and Herzegovina,Snacks,Online,L,,,
4139,Middle East and North Africa,Lebanon,Beverages,Online,H,,,
4140,Middle East and North Africa,United Arab Emirates,Meat,Offline,M,,,
4141,Europe,Luxembourg,Snacks,Offline,M,,,
4142,Australia and Oceania,Tonga,Vegetables,Offline,M,,,
4143,Middle East and North Africa,Kuwait,Vegetables,Online,C,,,
4144,Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,M,,,
4145,Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Offline,M,,,
4146,Sub-Saharan Africa,Burundi,Clothes,Offline,H,,,
4147,Australia and Oceania,Fiji,Clothes,Online,M,,,
4148,Sub-Saharan Africa,Ghana,Meat,Offline,M,,,
4149,Middle East and North Africa,Somalia,Household,Offline,L,,,
4150,Sub-Saharan Africa,Mauritania,Cosmetics,Offline,H,,,
4151,Sub-Saharan Africa,Mozambique,Office Supplies,Offline,M,,,
4152,Asia,Bhutan,Cosmetics,Online,L,,,
4153,Australia and Oceania,Tonga,Clothes,Offline,H,,,
4154,Sub-Saharan Africa,Guinea,Clothes,Online,M,,,
4155,Europe,Albania,Office Supplies,Online,H,,,
4156,Sub-Saharan Africa,Lesotho,Cereal,Online,H,,,
4157,Europe,Slovakia,Snacks,Offline,L,,,
4158,Australia and Oceania,Papua New Guinea,Beverages,Online,C,,,
4159,Sub-Saharan Africa,Cameroon,Cosmetics,Offline,L,,,
4160,Europe,Sweden,Household,Offline,C,,,
4161,Middle East and North Africa,Bahrain,Fruits,Offline,M,,,
4162,Sub-Saharan Africa,Mauritania,Household,Online,C,,,
4163,Europe,Russia,Clothes,Offline,L,,,
4164,Central America and the Caribbean,Belize,Baby Food,Online,H,,,
4165,Europe,Luxembourg,Cereal,Online,M,,,
4166,Sub-Saharan Africa,Chad,Office Supplies,Online,H,,,
4167,Asia,Indonesia,Vegetables,Offline,L,,,
4168,Europe,Kosovo,Office Supplies,Online,C,,,
4169,Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,C,,,
4170,Asia,South Korea,Fruits,Online,C,,,
4171,Sub-Saharan Africa,Kenya,Vegetables,Offline,M,,,
4172,Europe,Hungary,Baby Food,Offline,C,,,
4173,Middle East and North Africa,Turkey,Baby Food,Offline,M,,,
4174,Middle East and North Africa,Yemen,Office Supplies,Online,C,,,
4175,Asia,Tajikistan,Clothes,Online,C,,,
4176,Australia and Oceania,Australia,Baby Food,Online,M,,,
4177,Sub-Saharan Africa,Benin,Personal Care,Online,M,,,
4178,Sub-Saharan Africa,Gabon,Cereal,Online,L,,,
4179,Europe,Poland,Baby Food,Offline,H,,,
4180,Europe,Montenegro,Clothes,Offline,M,,,
4181,Europe,Andorra,Meat,Online,L,,,
4182,Sub-Saharan Africa,Zambia,Personal Care,Offline,L,,,
4183,Middle East and North Africa,Jordan,Cosmetics,Online,M,,,
4184,Europe,Finland,Vegetables,Online,C,,,
4185,Europe,Slovenia,Beverages,Online,M,,,
4186,Middle East and North Africa,Algeria,Cereal,Offline,M,,,
4187,Sub-Saharan Africa,Equatorial Guinea,Meat,Online,M,,,
4188,Asia,India,Baby Food,Online,C,,,
4189,Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,M,,,
4190,Sub-Saharan Africa,Sudan,Snacks,Online,M,,,
4191,Europe,Slovenia,Fruits,Offline,L,,,
4192,Sub-Saharan Africa,Uganda,Cereal,Offline,M,,,
4193,Europe,Greece,Meat,Offline,C,,,
4194,Europe,Switzerland,Baby Food,Offline,M,,,
4195,Sub-Saharan Africa,South Sudan,Personal Care,Offline,L,,,
4196,Europe,Ireland,Personal Care,Offline,L,,,
4197,Sub-Saharan Africa,Niger,Baby Food,Online,H,,,
4198,Europe,Montenegro,Clothes,Online,L,,,
4199,Europe,Armenia,Clothes,Online,L,,,
4200,Sub-Saharan Africa,Seychelles ,Beverages,Online,L,,,
4201,North America,Canada,Beverages,Offline,L,,,
4202,Asia,Malaysia,Office Supplies,Online,L,,,
4203,Asia,Thailand,Baby Food,Offline,C,,,
4204,Sub-Saharan Africa,Ethiopia,Fruits,Online,H,,,
4205,Sub-Saharan Africa,South Africa,Meat,Online,L,,,
4206,Sub-Saharan Africa,Mauritius ,Fruits,Online,M,,,
4207,Sub-Saharan Africa,Mauritania,Meat,Offline,C,,,
4208,Europe,Poland,Clothes,Online,M,,,
4209,Middle East and North Africa,Tunisia ,Baby Food,Offline,M,,,
4210,Asia,Mongolia,Fruits,Online,C,,,
4211,Sub-Saharan Africa,Equatorial Guinea,Meat,Online,H,,,
4212,Europe,Italy,Clothes,Online,H,,,
4213,Asia,Maldives,Personal Care,Online,C,,,
4214,Europe,Andorra,Beverages,Online,H,,,
4215,Europe,Cyprus,Fruits,Online,L,,,
4216,Australia and Oceania,Marshall Islands,Vegetables,Offline,C,,,
4217,Sub-Saharan Africa,Ghana,Office Supplies,Offline,L,,,
4218,Sub-Saharan Africa,Malawi,Fruits,Offline,H,,,
4219,Australia and Oceania,Palau,Snacks,Online,H,,,
4220,North America,Greenland,Clothes,Offline,M,,,
4221,Sub-Saharan Africa,Republic of the Congo,Snacks,Offline,M,,,
4222,Asia,Laos,Personal Care,Online,C,,,
4223,Asia,Laos,Household,Online,C,,,
4224,Central America and the Caribbean,Belize,Fruits,Offline,C,,,
4225,Europe,Czech Republic,Cereal,Online,C,,,
4226,Europe,San Marino,Baby Food,Online,L,,,
4227,Asia,Kazakhstan,Clothes,Online,C,,,
4228,Europe,Poland,Baby Food,Online,C,,,
4229,Asia,Cambodia,Cosmetics,Offline,C,,,
4230,Europe,Monaco,Beverages,Online,H,,,
4231,Europe,Belgium,Meat,Online,H,,,
4232,Central America and the Caribbean,Dominican Republic,Vegetables,Online,H,,,
4233,Middle East and North Africa,Jordan,Personal Care,Online,L,,,
4234,Europe,Georgia,Meat,Offline,M,,,
4235,Middle East and North Africa,Somalia,Baby Food,Offline,L,,,
4236,Europe,Kosovo,Vegetables,Online,H,,,
4237,Middle East and North Africa,Syria,Vegetables,Offline,M,,,
4238,Central America and the Caribbean,Panama,Snacks,Offline,C,,,
4239,Middle East and North Africa,Yemen,Personal Care,Offline,L,,,
4240,Middle East and North Africa,Turkey,Vegetables,Online,H,,,
4241,Central America and the Caribbean,El Salvador,Household,Offline,C,,,
4242,Sub-Saharan Africa,Burundi,Fruits,Offline,H,,,
4243,Sub-Saharan Africa,Liberia,Vegetables,Offline,L,,,
4244,Central America and the Caribbean,Dominican Republic,Meat,Online,C,,,
4245,Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,M,,,
4246,Sub-Saharan Africa,Zambia,Beverages,Offline,M,,,
4247,Middle East and North Africa,Oman,Personal Care,Online,M,,,
4248,Sub-Saharan Africa,Mali,Cereal,Online,C,,,
4249,Sub-Saharan Africa,Malawi,Fruits,Online,L,,,
4250,Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Offline,C,,,
4251,Australia and Oceania,Nauru,Meat,Online,H,,,
4252,Europe,Bulgaria,Fruits,Offline,C,,,
4253,Europe,Russia,Snacks,Offline,L,,,
4254,Europe,Ukraine,Cereal,Online,H,,,
4255,Europe,Lithuania,Vegetables,Online,L,,,
4256,Europe,Sweden,Cosmetics,Offline,C,,,
4257,Asia,Kyrgyzstan,Beverages,Offline,C,,,
4258,Sub-Saharan Africa,Chad,Beverages,Online,L,,,
4259,Australia and Oceania,Solomon Islands,Fruits,Offline,L,,,
4260,Sub-Saharan Africa,Madagascar,Fruits,Offline,H,,,
4261,Australia and Oceania,Papua New Guinea,Clothes,Offline,H,,,
4262,Sub-Saharan Africa,Central African Republic,Beverages,Offline,M,,,
4263,Asia,Maldives,Meat,Online,C,,,
4264,Central America and the Caribbean,Dominican Republic,Meat,Online,M,,,
4265,Central America and the Caribbean,Haiti,Meat,Online,H,,,
4266,Sub-Saharan Africa,Togo,Fruits,Offline,H,,,
4267,Asia,Taiwan,Vegetables,Offline,C,,,
4268,Europe,Belgium,Fruits,Online,C,,,
4269,Europe,Kosovo,Office Supplies,Offline,M,,,
4270,Sub-Saharan Africa,Republic of the Congo,Fruits,Online,H,,,
4271,Europe,Slovakia,Beverages,Offline,M,,,
4272,Europe,Cyprus,Clothes,Offline,L,,,
4273,Sub-Saharan Africa,Comoros,Clothes,Offline,L,,,
4274,North America,United States of America,Baby Food,Offline,H,,,
4275,Central America and the Caribbean,Guatemala,Meat,Online,M,,,
4276,Asia,Laos,Cereal,Online,L,,,
4277,Australia and Oceania,Solomon Islands,Personal Care,Offline,H,,,
4278,Sub-Saharan Africa,Mali,Snacks,Offline,L,,,
4279,Sub-Saharan Africa,Sudan,Fruits,Online,H,,,
4280,Australia and Oceania,Marshall Islands,Household,Offline,L,,,
4281,Central America and the Caribbean,Guatemala,Vegetables,Online,L,,,
4282,Sub-Saharan Africa,Togo,Snacks,Online,M,,,
4283,Sub-Saharan Africa,Republic of the Congo,Meat,Online,L,,,
4284,Europe,Georgia,Meat,Online,H,,,
4285,Australia and Oceania,Vanuatu,Cereal,Online,M,,,
4286,Middle East and North Africa,Qatar,Vegetables,Offline,M,,,
4287,Europe,Switzerland,Vegetables,Online,L,,,
4288,Sub-Saharan Africa,Chad,Baby Food,Offline,C,,,
4289,Central America and the Caribbean,Antigua and Barbuda ,Cereal,Online,M,,,
4290,Middle East and North Africa,Lebanon,Personal Care,Offline,L,,,
4291,Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,L,,,
4292,Europe,Liechtenstein,Fruits,Offline,H,,,
4293,Sub-Saharan Africa,Cameroon,Personal Care,Online,L,,,
4294,Middle East and North Africa,Qatar,Household,Online,M,,,
4295,Central America and the Caribbean,Jamaica,Snacks,Online,H,,,
4296,Sub-Saharan Africa,Senegal,Meat,Online,L,,,
4297,Sub-Saharan Africa,Madagascar,Clothes,Online,C,,,
4298,Sub-Saharan Africa,Republic of the Congo,Beverages,Online,M,,,
4299,Sub-Saharan Africa,Gabon,Beverages,Offline,M,,,
4300,Europe,Russia,Beverages,Offline,L,,,
4301,Europe,Belgium,Snacks,Online,L,,,
4302,Asia,Kyrgyzstan,Office Supplies,Offline,H,,,
4303,Europe,San Marino,Meat,Offline,L,,,
4304,Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,H,,,
4305,Central America and the Caribbean,Dominican Republic,Baby Food,Offline,C,,,
4306,Sub-Saharan Africa,Burkina Faso,Personal Care,Offline,H,,,
4307,Middle East and North Africa,Jordan,Beverages,Offline,L,,,
4308,Sub-Saharan Africa,Mali,Meat,Online,C,,,
4309,Asia,Mongolia,Personal Care,Offline,M,,,
4310,Australia and Oceania,Papua New Guinea,Meat,Online,L,,,
4311,Europe,Bulgaria,Fruits,Online,L,,,
4312,Europe,Finland,Baby Food,Online,M,,,
4313,Middle East and North Africa,Iraq,Household,Online,H,,,
4314,Europe,Finland,Vegetables,Online,L,,,
4315,Middle East and North Africa,Somalia,Household,Offline,M,,,
4316,Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online,H,,,
4317,Europe,Austria,Personal Care,Offline,M,,,
4318,Middle East and North Africa,Libya,Meat,Online,H,,,
4319,Europe,Ireland,Personal Care,Offline,H,,,
4320,Middle East and North Africa,Egypt,Meat,Online,C,,,
4321,Sub-Saharan Africa,Mauritius ,Meat,Offline,H,,,
4322,Australia and Oceania,Palau,Baby Food,Offline,M,,,
4323,Middle East and North Africa,Afghanistan,Cereal,Online,C,,,
4324,Europe,Andorra,Baby Food,Offline,C,,,
4325,Middle East and North Africa,Egypt,Household,Online,M,,,
4326,Asia,China,Fruits,Online,H,,,
4327,Australia and Oceania,Kiribati,Office Supplies,Online,L,,,
4328,Europe,Kosovo,Fruits,Online,L,,,
4329,Sub-Saharan Africa,Gabon,Fruits,Offline,H,,,
4330,Sub-Saharan Africa,Liberia,Vegetables,Online,L,,,
4331,Middle East and North Africa,Bahrain,Snacks,Online,M,,,
4332,Sub-Saharan Africa,Zambia,Office Supplies,Offline,H,,,
4333,Australia and Oceania,Papua New Guinea,Meat,Online,M,,,
4334,Sub-Saharan Africa,Botswana,Meat,Online,C,,,
4335,Middle East and North Africa,Qatar,Meat,Offline,H,,,
4336,Middle East and North Africa,Tunisia ,Snacks,Online,H,,,
4337,Middle East and North Africa,Saudi Arabia,Personal Care,Offline,M,,,
4338,Asia,Malaysia,Beverages,Online,L,,,
4339,North America,Mexico,Personal Care,Offline,H,,,
4340,Sub-Saharan Africa,Mauritania,Household,Online,H,,,
4341,Australia and Oceania,Federated States of Micronesia,Snacks,Online,C,,,
4342,Europe,Latvia,Beverages,Online,M,,,
4343,Europe,Sweden,Meat,Online,H,,,
4344,Asia,Bangladesh,Cosmetics,Online,L,,,
4345,Europe,Ukraine,Office Supplies,Offline,C,,,
4346,Asia,South Korea,Household,Offline,C,,,
4347,Europe,Vatican City,Fruits,Offline,M,,,
4348,Middle East and North Africa,Qatar,Meat,Online,H,,,
4349,Europe,France,Meat,Offline,L,,,
4350,Europe,Norway,Office Supplies,Offline,C,,,
4351,Asia,Cambodia,Cosmetics,Offline,C,,,
4352,Sub-Saharan Africa,Togo,Beverages,Offline,M,,,
4353,Sub-Saharan Africa,Rwanda,Fruits,Online,M,,,
4354,Australia and Oceania,Vanuatu,Fruits,Online,H,,,
4355,Europe,Iceland,Meat,Online,M,,,
4356,Europe,Luxembourg,Personal Care,Online,L,,,
4357,Europe,Macedonia,Cereal,Offline,L,,,
4358,Asia,Myanmar,Personal Care,Online,C,,,
4359,Asia,Brunei,Vegetables,Offline,M,,,
4360,Middle East and North Africa,Israel,Snacks,Online,L,,,
4361,Europe,Russia,Cereal,Online,L,,,
4362,Asia,Uzbekistan,Meat,Online,C,,,
4363,Europe,Estonia,Baby Food,Offline,M,,,
4364,Central America and the Caribbean,Honduras,Clothes,Online,M,,,
4365,Europe,Luxembourg,Meat,Online,M,,,
4366,North America,United States of America,Fruits,Online,L,,,
4367,Sub-Saharan Africa,Ethiopia,Household,Online,C,,,
4368,Asia,Taiwan,Personal Care,Online,M,,,
4369,Central America and the Caribbean,Saint Lucia,Meat,Online,H,,,
4370,Sub-Saharan Africa,Djibouti,Cereal,Online,M,,,
4371,Central America and the Caribbean,Trinidad and Tobago,Household,Offline,C,,,
4372,Asia,Mongolia,Household,Offline,H,,,
4373,Central America and the Caribbean,Cuba,Office Supplies,Online,L,,,
4374,Asia,Nepal,Cosmetics,Offline,C,,,
4375,Europe,Romania,Baby Food,Offline,H,,,
4376,Australia and Oceania,Fiji,Cereal,Offline,H,,,
4377,Central America and the Caribbean,Honduras,Vegetables,Online,H,,,
4378,Asia,Indonesia,Clothes,Offline,L,,,
4379,Central America and the Caribbean,Dominica,Cereal,Online,L,,,
4380,Asia,Laos,Cosmetics,Offline,C,,,
4381,Middle East and North Africa,Egypt,Personal Care,Offline,M,,,
4382,Australia and Oceania,Palau,Cereal,Online,L,,,
4383,Europe,Macedonia,Cereal,Online,C,,,
4384,Sub-Saharan Africa,Tanzania,Cereal,Offline,C,,,
4385,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,L,,,
4386,Europe,Austria,Vegetables,Offline,M,,,
4387,Europe,Iceland,Cereal,Online,M,,,
4388,Sub-Saharan Africa,Mauritius ,Baby Food,Offline,C,,,
4389,Europe,Moldova ,Snacks,Offline,H,,,
4390,Europe,Luxembourg,Clothes,Online,M,,,
4391,Sub-Saharan Africa,Senegal,Meat,Online,M,,,
4392,Middle East and North Africa,Syria,Cosmetics,Online,H,,,
4393,Australia and Oceania,Nauru,Fruits,Offline,M,,,
4394,Sub-Saharan Africa,Ethiopia,Meat,Offline,L,,,
4395,Europe,Albania,Meat,Online,C,,,
4396,Central America and the Caribbean,Dominica,Snacks,Offline,L,,,
4397,Central America and the Caribbean,Honduras,Clothes,Offline,L,,,
4398,Sub-Saharan Africa,Cape Verde,Snacks,Online,H,,,
4399,Asia,Indonesia,Fruits,Offline,H,,,
4400,Middle East and North Africa,Somalia,Cosmetics,Online,H,,,
4401,Sub-Saharan Africa,Mozambique,Clothes,Offline,H,,,
4402,Sub-Saharan Africa,Angola,Baby Food,Offline,L,,,
4403,North America,Greenland,Beverages,Offline,C,,,
4404,Central America and the Caribbean,Honduras,Meat,Offline,H,,,
4405,Australia and Oceania,Samoa ,Fruits,Offline,C,,,
4406,Asia,North Korea,Fruits,Online,M,,,
4407,Middle East and North Africa,Jordan,Snacks,Online,M,,,
4408,Asia,Thailand,Beverages,Online,H,,,
4409,Europe,Serbia,Household,Online,M,,,
4410,Europe,Andorra,Household,Offline,L,,,
4411,Europe,Lithuania,Fruits,Offline,M,,,
4412,Middle East and North Africa,Egypt,Household,Offline,M,,,
4413,Sub-Saharan Africa,The Gambia,Baby Food,Online,M,,,
4414,Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,C,,,
4415,Central America and the Caribbean,Dominica,Fruits,Offline,H,,,
4416,Middle East and North Africa,Algeria,Baby Food,Online,H,,,
4417,Middle East and North Africa,Kuwait,Household,Online,M,,,
4418,Sub-Saharan Africa,Rwanda,Cosmetics,Offline,L,,,
4419,Asia,Uzbekistan,Cereal,Online,L,,,
4420,Europe,Slovakia,Cosmetics,Offline,M,,,
4421,Middle East and North Africa,Morocco,Snacks,Offline,C,,,
4422,Asia,Bhutan,Household,Online,C,,,
4423,Europe,Romania,Baby Food,Offline,C,,,
4424,Central America and the Caribbean,Costa Rica,Vegetables,Online,L,,,
4425,Middle East and North Africa,Libya,Household,Offline,M,,,
4426,Central America and the Caribbean,Jamaica,Vegetables,Offline,M,,,
4427,Australia and Oceania,Solomon Islands,Fruits,Offline,C,,,
4428,Sub-Saharan Africa,Mozambique,Household,Online,L,,,
4429,Central America and the Caribbean,Dominica,Vegetables,Offline,M,,,
4430,Asia,Philippines,Fruits,Online,M,,,
4431,Asia,Mongolia,Cereal,Online,L,,,
4432,Central America and the Caribbean,Panama,Meat,Offline,C,,,
4433,Sub-Saharan Africa,Ghana,Fruits,Online,L,,,
4434,Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,C,,,
4435,Middle East and North Africa,Iraq,Personal Care,Offline,M,,,
4436,Europe,Malta,Baby Food,Offline,L,,,
4437,Asia,Uzbekistan,Office Supplies,Online,H,,,
4438,Europe,Andorra,Cereal,Online,L,,,
4439,Sub-Saharan Africa,Burundi,Baby Food,Offline,C,,,
4440,Central America and the Caribbean,Dominica,Office Supplies,Offline,H,,,
4441,Asia,Taiwan,Cosmetics,Online,H,,,
4442,Sub-Saharan Africa,Lesotho,Vegetables,Offline,H,,,
4443,Australia and Oceania,Tuvalu,Household,Offline,M,,,
4444,North America,Greenland,Beverages,Online,C,,,
4445,Asia,Sri Lanka,Clothes,Online,L,,,
4446,Sub-Saharan Africa,Kenya,Beverages,Offline,H,,,
4447,Europe,United Kingdom,Household,Online,C,,,
4448,Sub-Saharan Africa,Burundi,Clothes,Offline,M,,,
4449,Europe,United Kingdom,Vegetables,Online,L,,,
4450,Sub-Saharan Africa,Botswana,Snacks,Online,C,,,
4451,Sub-Saharan Africa,Benin,Vegetables,Offline,H,,,
4452,Europe,Malta,Cosmetics,Online,M,,,
4453,Sub-Saharan Africa,Gabon,Cereal,Offline,C,,,
4454,Sub-Saharan Africa,Seychelles ,Office Supplies,Online,H,,,
4455,Sub-Saharan Africa,Nigeria,Snacks,Online,L,,,
4456,Middle East and North Africa,Egypt,Fruits,Online,H,,,
4457,Middle East and North Africa,Pakistan,Vegetables,Offline,C,,,
4458,Sub-Saharan Africa,Ghana,Beverages,Offline,C,,,
4459,Europe,Norway,Vegetables,Offline,H,,,
4460,Europe,Cyprus,Vegetables,Offline,M,,,
4461,Europe,Czech Republic,Fruits,Online,M,,,
4462,Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online,M,,,
4463,Sub-Saharan Africa,Togo,Cosmetics,Offline,L,,,
4464,Europe,Belarus,Household,Offline,M,,,
4465,Europe,Russia,Baby Food,Offline,M,,,
4466,Europe,Bulgaria,Vegetables,Offline,C,,,
4467,Central America and the Caribbean,Dominican Republic,Office Supplies,Online,H,,,
4468,Europe,Slovakia,Office Supplies,Online,H,,,
4469,Asia,Laos,Beverages,Offline,H,,,
4470,Sub-Saharan Africa,Guinea,Clothes,Offline,C,,,
4471,Australia and Oceania,Kiribati,Office Supplies,Online,C,,,
4472,Europe,Croatia,Clothes,Online,C,,,
4473,Europe,Ukraine,Cereal,Offline,M,,,
4474,Central America and the Caribbean,The Bahamas,Snacks,Offline,L,,,
4475,Europe,France,Office Supplies,Online,L,,,
4476,Middle East and North Africa,Iran,Baby Food,Offline,H,,,
4477,Middle East and North Africa,Qatar,Snacks,Offline,M,,,
4478,Asia,Myanmar,Baby Food,Online,M,,,
4479,Middle East and North Africa,Oman,Office Supplies,Offline,C,,,
4480,Europe,San Marino,Vegetables,Offline,M,,,
4481,Central America and the Caribbean,Haiti,Fruits,Online,H,,,
4482,Sub-Saharan Africa,Ghana,Fruits,Online,L,,,
4483,Australia and Oceania,New Zealand,Beverages,Offline,H,,,
4484,Central America and the Caribbean,Jamaica,Beverages,Online,M,,,
4485,Asia,Laos,Clothes,Offline,M,,,
4486,Australia and Oceania,Tonga,Baby Food,Online,H,,,
4487,Australia and Oceania,Solomon Islands,Beverages,Offline,L,,,
4488,Asia,India,Baby Food,Online,H,,,
4489,Asia,Bangladesh,Vegetables,Online,L,,,
4490,Middle East and North Africa,Egypt,Fruits,Offline,M,,,
4491,Sub-Saharan Africa,Burundi,Clothes,Online,L,,,
4492,Asia,Myanmar,Snacks,Offline,H,,,
4493,Sub-Saharan Africa,Mozambique,Office Supplies,Offline,L,,,
4494,Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,M,,,
4495,Europe,San Marino,Personal Care,Online,L,,,
4496,Middle East and North Africa,Pakistan,Household,Online,C,,,
4497,Australia and Oceania,Marshall Islands,Cereal,Online,M,,,
4498,Asia,Indonesia,Household,Online,L,,,
4499,Sub-Saharan Africa,Guinea,Household,Offline,H,,,
4500,Sub-Saharan Africa,Mozambique,Personal Care,Online,L,,,
4501,Sub-Saharan Africa,The Gambia,Household,Offline,H,,,
4502,Europe,Vatican City,Cosmetics,Offline,C,,,
4503,Australia and Oceania,Palau,Cosmetics,Online,H,,,
4504,Europe,Bosnia and Herzegovina,Beverages,Online,M,,,
4505,Sub-Saharan Africa,Burkina Faso,Fruits,Online,C,,,
4506,Central America and the Caribbean,El Salvador,Cosmetics,Offline,C,,,
4507,Europe,Portugal,Office Supplies,Online,M,,,
4508,Asia,Malaysia,Beverages,Offline,H,,,
4509,Asia,Taiwan,Cereal,Offline,M,,,
4510,Sub-Saharan Africa,Angola,Snacks,Offline,H,,,
4511,Sub-Saharan Africa,Burundi,Meat,Offline,H,,,
